"Subject" "Activity" "Variable" "Average"
5 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" 0.0841019899622517
5 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" 0.0017656830384106
5 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.0029537113427351
5 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.575890535679801
5 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.506544358609603
5 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.78456199486755
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.0294516873643046
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.0774316445596026
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Z" 0.0866267116745033
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.709955676983444
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.705638306688742
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.606589817380795
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_X" -0.103522877147351
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Y" -0.0490624519374172
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Z" -0.0506258160122517
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_X" -0.662581310334437
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Y" -0.774114270364238
5 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Z" -0.564680771249007
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_X" -0.55123770513245
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.440232431795033
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.696171811490066
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.492829885748675
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.422162171100331
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.649351210748344
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" -0.604769869438742
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" -0.550991969857417
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.768762357980132
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.584013626983444
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.491500434303907
5 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.798835563807947
5 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.632239300829801
5 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.71706218781457
5 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Z" -0.537329127293278
5 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.73573857718543
5 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.702290390960265
5 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.669353687483444
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_X" 0.269434151902542
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.0163911123936864
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.117900692084746
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.647669170333475
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.553142396078856
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.789845077542373
6 "WALKING" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_X" 0.670506153601695
6 "WALKING" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Y" 0.0612321366461864
6 "WALKING" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Z" 0.0584702778558475
6 "WALKING" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_X" -0.95651898940678
6 "WALKING" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Y" -0.952613166822034
6 "WALKING" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Z" -0.940646609533898
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" 0.0866435091149576
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" 0.00183060788194915
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.000810930989618644
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.667198721502542
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.627357097410593
6 "WALKING" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.871721440720339
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.0342840234147034
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.0772570116263983
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Z" 0.104308754638941
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.767068673052966
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.761438068516949
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.723490206153814
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_X" -0.0919680285336017
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Y" -0.0437656755737288
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Z" -0.0571513411507627
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_X" -0.739023005
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Y" -0.82004406309322
6 "WALKING" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Z" -0.70638507157161
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_X" -0.646620302652542
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.578355099619068
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.814738365169491
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.649772161629703
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.568609162121059
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.793153623220339
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" -0.677779817705085
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" -0.66059454675
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.859603672415254
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.686677797992797
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.616329704501695
6 "WALKING" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.882511909533898
6 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.710060816508475
6 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.761625061822034
6 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Z" -0.668113881479237
6 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.786180311132627
6 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.76410811809322
6 "WALKING" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.770467456313559
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_X" 0.280179098426966
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.0206949591117978
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.110940029325843
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.127000600558652
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" 0.121465311011236
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.361381608884045
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_X" 0.736951892247191
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Y" -0.103190808202247
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Z" 0.0184833048368539
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_X" -0.965208976741573
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Y" -0.946484614719101
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Z" -0.930654188651685
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" 0.0674351008988764
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" -0.00310401228089888
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.00609868840674157
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.171553961355056
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" 0.00409088203382023
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.386900926617978
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.0674309381887641
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.0529948418524719
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Z" 0.0787625669280899
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.35344952441573
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.267781342044944
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.272215022761798
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_X" -0.0589128557764045
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Y" -0.0500700364842697
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Z" -0.0433103259283146
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_X" -0.0342001184382022
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Y" -0.300014548011236
6 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Z" -0.0509923894251685
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_X" -0.133757972988764
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" 0.102003878820225
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.336322224157303
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.127245614919101
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" 0.0592301040449438
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.432409407539326
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" -0.2089562025
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" -0.0871500384348315
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.352981568269663
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.207095971672
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" 0.0354678201573034
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.419621473955056
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.0788327637831461
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.248795741449438
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Z" -0.0819830495561798
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.445412804202247
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.28620515505618
6 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.414621153179775
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_X" 0.270211697814935
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.0187904887668182
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.112492375388312
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.577518324748052
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.546403365345779
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.456473642256981
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_X" 0.681289120844156
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Y" -0.0420221452496753
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Z" 0.0342160711928604
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_X" -0.956538178587662
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Y" -0.955312554090909
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Z" -0.923304724090909
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" 0.0831829573168831
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" 0.00760909767418831
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.00791725696048701
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.615131377408279
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.622997416262013
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.664336860544416
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.0518716929407792
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.0646077113078896
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Z" 0.0977671721406169
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.687155474097403
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.652408657909091
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.663340760331169
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_X" -0.0942037376182662
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Y" -0.0414401406082792
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Z" -0.0610307928148701
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_X" -0.701731200484416
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Y" -0.674920114957468
7 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Z" -0.750808705594156
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_X" -0.593011288564935
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.563547785174026
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.531005941495552
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.572347541484091
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.567046977262987
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.460792123277305
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" -0.637521940243831
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" -0.641687333850227
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.642515716574286
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.626785744584416
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.62853163071948
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.684856438953896
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.643767578493507
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.630419275006169
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Z" -0.655083354905844
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.703883646896104
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.671161922837662
7 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.698949518905844
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_X" 0.270759063295374
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.0181894974688612
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.106809623683986
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.582958863017438
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.349383732046263
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.499472687913167
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_X" 0.647498175409253
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Y" 0.0303211113118861
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_MEAN_Z" 0.0836542406807936
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_X" -0.954256666035587
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Y" -0.94844645047331
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_GravityACCELEROMETER_STDDEV_Z" -0.923180663601424
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" 0.084215745375516
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" 0.000860301581786477
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.0196719912994306
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.575993073911744
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.458724925167972
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.66835678475516
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_X" 0.00359053897160142
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.091077509832669
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_MEAN_Z" 0.0640867611561922
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.65621924228185
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.570941237019217
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.511392038012811
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_X" -0.104969855200356
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Y" -0.0400922240331673
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_MEAN_Z" -0.0582887148366548
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_X" -0.674984452240214
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Y" -0.683086930288968
8 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_GYROSCOPE_JERK_STDDEV_Z" -0.695970301754448
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_X" -0.581831414648399
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.374944236206406
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.550979388719929
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.585343460535587
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.378656458967972
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.513206312959075
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_X" -0.59163500910605
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Y" -0.495906215569395
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_MEAN_Z" -0.644285802406762
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_X" -0.598546245236655
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Y" -0.45636839585694
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_ACCELEROMETER_JERK_STDDEV_Z" -0.691480916950178
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_X" -0.601382421248399
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Y" -0.575938482711388
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_MEAN_Z" -0.525562919047438
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_X" -0.675275353078292
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Y" -0.573087292172598
8 "WALKING_UPSTAIRS" "FREQUENCY_DOMAIN_BODY_GYROSCOPE_STDDEV_Z" -0.553968587869751
9 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_X" 0.270313841621528
9 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Y" -0.0209466555412396
9 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_MEAN_Z" -0.101233826213889
9 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_X" -0.555656544538194
9 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Y" -0.5758878952125
9 "WALKING_UPSTAIRS" "TIME_DOMAIN_BODY_ACCELEROMETER_STDDEV_Z" -0.506111776081806
